,_id,movie_title,year,mpaa_rating,runtime,genre,rating,metascore,summary,director,stars,votes,gross_revenue_us_canada,imdb_url,image_url
7829,1007830,Western Noir,2017,,,Sci-Fi,,,"Corporate sharks, bands of gangsters, and lone rebels duke it out for power in a post-apocalyptic society where he who has the biggest gun wins.",Jenna Barlow Grodsky,"     Denver Danyla, Celisse Graves, Alberto Zeni, Jon Amirkhan",,,https://www.imdb.com/title/tt4680282/,"https://m.media-amazon.com/images/M/MV5BZjFmMmRkYmUtNWE0My00NmFkLWJkOGUtYjg5YmEyMTVlOTZjL2ltYWdlXkEyXkFqcGdeQXVyMTc2NzYyMg@@._V1_UX67_CR0,0,67,98_AL_.jpg"
7830,1007831,The Labyrinth,II) ,,90,"Fantasy, Horror, Sci-Fi",,,"A horror-mystery-thriller exploring the unknown, the unexplained, and the unimaginable, with eight intertwined stories on life, death, regret, and atonement.","John Berardo, Jessica Kaye, Katrelle N. Kindred, Quyên Nguyen-Le, Victoria Rose, Kaushik Sampath, Camila Ohara Tanabe, Tarek Tohme","     James Franco, Josh Peck, Jim Parrack, Jason Ritter",171,,https://www.imdb.com/title/tt3224036/,"https://m.media-amazon.com/images/M/MV5BMjM2NjE4MTQyOV5BMl5BanBnXkFtZTgwNjY3NDI3NjE@._V1_UY98_CR0,0,67,98_AL_.jpg"
7831,1007832,"Big Hair, Long Lashes",2017,Unrated,70,Drama,,,"The true story of seven 1960's call girls, taken straight from the accounts of a practicing Hollywood sex therapist.",Jared Masters,"     Danika Gould, Geena Lovato, Julie Barzman, Lindsay Lamb",47,,https://www.imdb.com/title/tt2390882/,"https://m.media-amazon.com/images/M/MV5BMjA3ODI5NzUwMV5BMl5BanBnXkFtZTgwMTM0ODM3MDE@._V1_UX67_CR0,0,67,98_AL_.jpg"
7832,1007833,Swamp Ape,2017,PG-13,59,"Adventure, Comedy, Horror",,,"A group of college researchers go camping deep into the Florida Everglades .While entering forbidden Native American territory against being advised not to, the group encounters the Swamp Ape.",Geoff Ward,"     Vanessa Capriglione, Justin Brackett, Adam Brudnicki, Lina Dang",315,,https://www.imdb.com/title/tt6363646/,"https://m.media-amazon.com/images/M/MV5BMTExN2RiOWQtMzhkMS00ZThhLWFkYjctNzk4ZTQ4YjNjYTIzL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMjc4MjQ0OA@@._V1_UY98_CR3,0,67,98_AL_.jpg"
7833,1007834,Fireworks Fireworks,2017,,,Drama,,,"Every year on the 4th of July, local rapper Jackpot The Juice, who plays a high octane version of himself, is a self indulgent wanna be rapper famed for putting on a super firework show every single year.","Timothy McCall, Kamal Smith","     Aqeel Ash-Shakoor, La Shayla Hood, Rodriana Jordan, Glen Tattoo Man Paige",,,https://www.imdb.com/title/tt8377338/,"https://m.media-amazon.com/images/M/MV5BOTRlOGMzNmMtYmE2MC00ZGVlLThhYTktYjkwYzllZDhiMmJkXkEyXkFqcGdeQXVyNDAzMTE5MzA@._V1_UY98_CR3,0,67,98_AL_.jpg"
7834,1007835,The Electrician,2017,,,"Mystery, Thriller",,,"Mike Wilder, an electrician by trade, married the woman of his dreams. Life was great until a terrible tragedy revealed that his wife was really an evil witch whose sole purpose was to ...                See full summary »",Ritchie Greer,"     Johnny Alexander, Gian Keys, Amber Wegner, Sarah Brown Carter",7,,https://www.imdb.com/title/tt6054098/,"https://m.media-amazon.com/images/M/MV5BYTYwNzY2NmEtMGQ5Ni00NDA4LTlhYmEtM2QyNGMxMDJkYmMyXkEyXkFqcGdeQXVyMTY3NTQ3MjE@._V1_UY98_CR1,0,67,98_AL_.jpg"
7835,1007836,Ambition's Debt,2017,,90,Drama,,,"Set in a post-apocalyptic world and adapted from William Shakespeare's epic tale of honor, ambition, betrayal, and the supernatural.",Devin E. Haqq,"     Assol Abdullina, Brandt Adams, Emmanuel Awe, Michelle Beck",62,,https://www.imdb.com/title/tt4578000/,"https://m.media-amazon.com/images/M/MV5BMjE1MzU5OTA2N15BMl5BanBnXkFtZTgwOTU0ODUyNTE@._V1_UX67_CR0,0,67,98_AL_.jpg"
7836,1007837,Left,2017,,81,"Drama, Romance",,,"A college woman, born with a paralyzed arm, aspires to become a pianist. To develop her musical talent and find her inner strength, she'll need the help of a washed-up music professor.","Stan-Lee Ray Baker, Les Gaddis","     Crystal Cook, David DeLao, Sheril Rodgers, Rachel G. Whittle",26,,https://www.imdb.com/title/tt3518954/,"https://m.media-amazon.com/images/M/MV5BOTIwZjE1MjUtODU4OS00ZjQ5LTg4NzEtODYwZjhlYzIzOWI4XkEyXkFqcGdeQXVyMzg3Mjg3OTA@._V1_UY98_CR3,0,67,98_AL_.jpg"
7837,1007838,God's Speed,2017,,90,Action,,,"God's Speed is the thrilling, emotional and sometime tragic journey of a young man's upbringing into the realm of understanding and ultimately, redemption!",Damian Perkins,"     MYC Agnew, José Solano, Carlos Ramirez, Steve Crest",6,,https://www.imdb.com/title/tt3882378/,"https://m.media-amazon.com/images/M/MV5BN2UyNjFhZjAtNDZmYS00ZGNmLWE3NzItNWUyYzkzMWExOTg1XkEyXkFqcGdeQXVyMjI5NzAyMjA@._V1_UX67_CR0,0,67,98_AL_.jpg"
7838,1007839,Becoming the Enemy,2017,,97,"Action, Adventure, Crime",,,"The Thrilling True Story of the Woman who Terrorized The Islamic Regime of Iran 1978 ""The Chadores Killer""",Dylan Bank,     Navid Negahban,,,https://www.imdb.com/title/tt26933893/,
